credit.policy,purpose,int.rate, installment , log.annual.inc ,dti,fico, days.with.cr.line , revol.bal ,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,credit_card,9%, 188 , 11.0 ,5.07,737," 5,342 "," 4,499 ",17.8,1,0,0,0
1,debt_consolidation,15%, 418 , 10.9 ,8.51,672," 4,410 "," 7,494 ",94.9,1,0,0,0
1,all_other,15%, 207 , 9.9 ,12.32,662," 1,770 "," 5,825 ",48.5,0,0,0,0
1,all_other,12%, 495 , 11.7 ,4.34,727," 4,740 "," 13,410 ",20,0,0,0,0
1,all_other,16%, 490 , 11.7 ,6.02,687," 3,240 "," 7,755 ",90.2,1,0,0,0
1,credit_card,12%, 352 , 10.9 ,9.25,717," 7,200 "," 17,808 ",58,2,0,0,0
1,debt_consolidation,13%, 234 , 11.0 ,6.64,697," 5,730 "," 11,391 ",67,1,0,0,0
1,all_other,8%, 156 , 10.5 ,3.65,797," 9,420 "," 4,787 ",10.8,0,0,0,0
1,credit_card,15%, 518 , 11.1 ,6.79,687," 2,130 "," 11,314 ",87,2,0,0,0
1,debt_consolidation,13%, 709 , 11.8 ,8.23,702," 10,590 "," 11,956 ",71.1,2,0,1,0
1,debt_consolidation,13%, 254 , 10.8 ,13.23,677," 3,180 "," 8,815 ",51,1,0,0,0
1,all_other,13%, 47 , 8.5 ,17.68,722," 2,100 ", -   ,2.5,3,0,0,0
1,educational,13%, 135 , 10.3 ,4.28,752," 8,280 "," 2,049 ",9.1,8,0,0,0
1,debt_consolidation,13%, 338 , 11.4 ,18.31,702," 3,240 "," 16,528 ",22.9,1,0,0,0
1,credit_card,13%, 602 , 11.5 ,16.42,707," 7,860 "," 11,318 ",35.3,0,0,0,0
1,all_other,12%, 267 , 10.5 ,6.21,717," 1,590 "," 6,883 ",65.6,0,0,0,0
1,educational,14%, 204 , 10.3 ,10.84,677," 2,670 "," 3,962 ",56.6,1,0,0,0
1,debt_consolidation,12%, 400 , 10.9 ,17.12,702," 4,170 "," 15,524 ",29,0,0,0,0
1,debt_consolidation,10%, 289 , 10.7 ,8.77,737," 3,210 "," 15,228 ",60.4,1,0,0,0
1,debt_consolidation,13%, 371 , 10.9 ,7.62,682," 2,670 "," 10,756 ",69.8,0,0,0,0
1,debt_consolidation,15%, 261 , 10.7 ,15.84,662," 3,210 "," 5,015 ",85,0,0,0,0
1,major_purchase,12%, 266 , 10.8 ,2.32,762," 4,474 "," 7,470 ",38.3,1,0,0,0
1,credit_card,9%, 153 , 11.3 ,17.26,742," 5,160 "," 22,101 ",26.8,0,0,0,0
1,small_business,20%, 623 , 11.0 ,21.34,662," 3,960 "," 13,337 ",59,0,1,1,1
1,debt_consolidation,14%, 392 , 10.6 ,10.89,687," 3,660 "," 11,637 ",91.6,1,0,0,0
1,credit_card,11%, 394 , 10.7 ,17.39,722," 2,700 "," 5,079 ",14.8,2,0,0,0
1,debt_consolidation,11%, 327 , 10.8 ,22.46,727," 4,170 "," 10,593 ",37.2,0,0,0,0
1,major_purchase,14%, 329 , 11.4 ,12.72,667," 5,310 "," 11,265 ",39,0,2,0,0
1,debt_consolidation,11%, 230 , 11.0 ,18.2,712," 7,470 "," 42,157 ",86.6,1,0,0,0
1,debt_consolidation,10%, 225 , 10.8 ,12.77,727," 7,320 "," 13,539 ",68.7,0,0,0,0
1,home_improvement,10%, 366 , 11.8 ,4.21,807," 4,260 "," 58,518 ",0,1,0,0,0
1,debt_consolidation,11%, 327 , 10.8 ,8.9,727," 3,180 "," 6,048 ",26.8,1,0,0,0
1,debt_consolidation,15%, 312 , 11.0 ,11.3,662," 1,770 "," 12,842 ",61.7,2,0,0,0
1,debt_consolidation,15%, 691 , 12.0 ,10.2,712," 3,960 "," 106,181 ",94.1,0,1,0,0
1,small_business,15%, 418 , 11.2 ,10.39,742," 2,786 "," 2,577 ",6.3,1,0,0,0
1,debt_consolidation,11%, 314 , 11.9 ,8.75,732," 3,120 "," 33,147 ",34.9,2,0,0,0
1,debt_consolidation,16%, 352 , 11.4 ,8.6,672," 5,220 "," 9,132 ",36.5,2,0,0,0
1,credit_card,12%, 182 , 10.7 ,17.94,697," 2,820 "," 5,668 ",76.6,3,1,0,0
1,all_other,10%, 353 , 10.8 ,19.48,737," 2,910 "," 1,100 ",7.7,1,0,0,0
1,all_other,11%, 427 , 11.4 ,18.36,732," 2,070 "," 5,730 ",10.8,1,0,0,0
1,debt_consolidation,12%, 783 , 10.9 ,16.21,737," 5,010 "," 29,276 ",71.5,0,0,0,0
1,debt_consolidation,12%, 265 , 10.6 ,15.69,717," 2,640 "," 7,131 ",93.8,0,0,0,0
1,debt_consolidation,7%, 140 , 11.4 ,14.18,797," 4,940 "," 5,254 ",11.6,0,0,0,0
1,all_other,12%, 497 , 11.2 ,11.85,752," 2,160 "," 1,281 ",2.3,4,0,0,0
1,debt_consolidation,11%, 174 , 11.5 ,8.47,742," 4,896 "," 73,258 ",89.9,1,0,0,0
1,debt_consolidation,10%, 481 , 10.9 ,10.87,782," 6,540 "," 17,040 ",39.4,2,0,0,0
1,debt_consolidation,14%, 445 , 11.1 ,17.51,682," 5,670 "," 22,388 ",91.3,3,2,0,0
1,debt_consolidation,13%, 439 , 10.8 ,9.53,687," 1,860 "," 13,472 ",80.7,0,0,0,0
1,debt_consolidation,13%, 589 , 11.1 ,10.05,737," 6,030 "," 51,054 ",58.8,1,0,0,0
1,debt_consolidation,13%, 351 , 11.4 ,6.73,682," 4,290 "," 4,611 ",30.7,0,1,0,0
1,all_other,9%, 48 , 10.8 ,18.2,722," 3,720 "," 1,498 ",6.7,1,0,0,0
1,credit_card,19%, 910 , 11.7 ,24.97,672," 4,290 "," 96,565 ",88.9,0,0,0,0
1,debt_consolidation,13%, 405 , 11.2 ,18.22,697," 4,561 "," 10,157 ",63.9,1,0,0,1
1,debt_consolidation,12%, 308 , 11.4 ,4.12,722," 3,150 "," 1,067 ",46.4,1,0,0,0
1,debt_consolidation,12%, 446 , 10.8 ,15.34,717," 2,820 "," 13,582 ",51.1,2,0,0,0
1,debt_consolidation,12%, 663 , 11.2 ,14.12,727," 3,210 "," 20,979 ",68.6,0,0,0,0
1,debt_consolidation,16%, 530 , 11.6 ,10.37,662," 3,360 "," 14,517 ",91.3,2,0,1,0
1,educational,13%, 167 , 10.4 ,11.81,682," 5,130 "," 1,278 ",63.9,1,1,0,0
1,debt_consolidation,14%, 172 , 10.8 ,18.57,667," 4,620 "," 10,883 ",27.2,2,0,0,0
1,debt_consolidation,11%, 324 , 10.6 ,14.65,727," 2,400 "," 10,299 ",39.9,0,0,0,0
1,debt_consolidation,14%, 137 , 11.2 ,2.43,682," 1,110 "," 4,177 ",41.4,2,0,0,0
1,debt_consolidation,12%, 199 , 10.8 ,23.55,712," 1,890 "," 4,659 ",41.6,0,0,0,0
1,small_business,19%, 539 , 11.0 ,1.58,717," 3,390 "," 8,476 ",66.7,1,0,0,1
1,all_other,11%, 196 , 11.1 ,21.33,717," 5,640 "," 27,411 ",42.4,2,0,0,0
1,all_other,15%, 174 , 11.1 ,4.23,677," 3,870 "," 5,239 ",22.6,1,1,0,0
1,debt_consolidation,11%, 520 , 11.3 ,9.5,762," 7,721 "," 13,405 ",23.7,3,0,0,1
1,major_purchase,15%, 104 , 10.8 ,14.93,687," 5,640 "," 3,149 ",98.4,0,0,0,0
1,debt_consolidation,12%, 333 , 10.5 ,7.14,702," 3,181 "," 5,520 ",13.6,1,0,0,0
1,debt_consolidation,13%, 335 , 11.2 ,9.8,707," 5,130 "," 11,437 ",35.4,2,1,0,0
1,small_business,17%, 356 , 10.8 ,23.53,702," 4,410 "," 19,230 ",44.4,3,0,0,0
1,debt_consolidation,16%, 703 , 11.2 ,23.57,697," 4,650 "," 22,037 ",99.3,1,0,0,0
1,educational,12%, 400 , 11.6 ,8.75,707," 6,600 "," 5,199 ",12.5,1,1,0,0
1,all_other,7%, 109 , 10.7 ,13.89,787," 5,340 "," 5,284 ",7,2,0,0,0
1,debt_consolidation,10%, 449 , 11.2 ,14.57,762," 15,120 "," 14,992 ",34.6,0,0,0,0
1,educational,11%, 164 , 11.2 ,14.52,717," 3,669 "," 4,093 ",17.1,2,0,0,0
1,debt_consolidation,13%, 284 , 10.1 ,18.72,687," 1,980 "," 13,604 ",52.5,0,0,0,0
1,debt_consolidation,12%, 561 , 11.1 ,11.82,727," 6,540 "," 21,676 ",62.1,0,0,0,0
1,debt_consolidation,9%, 460 , 11.3 ,4.29,772," 5,760 "," 4,554 ",9.4,2,0,0,0
1,major_purchase,8%, 109 , 11.0 ,15.89,752," 15,360 "," 17,771 ",37.2,0,0,0,0
1,debt_consolidation,12%, 429 , 11.2 ,18.22,712," 4,530 "," 24,893 ",69.9,1,0,0,0
1,all_other,13%, 269 , 10.3 ,4.28,687," 4,950 "," 1,602 ",76.3,0,0,0,0
1,debt_consolidation,11%, 710 , 11.4 ,7.91,752," 4,800 "," 16,249 ",72.5,1,0,0,1
1,debt_consolidation,13%, 68 , 10.1 ,14.64,667," 6,810 "," 11,821 ",33.7,0,1,0,0
1,all_other,11%, 33 , 10.4 ,15.43,717," 3,900 ", -   ,0,0,0,0,0
1,credit_card,14%, 190 , 10.8 ,21.58,667," 3,120 "," 13,594 ",63.5,2,0,0,0
1,credit_card,12%, 424 , 10.7 ,10.65,717," 3,965 "," 9,294 ",19.3,2,0,0,0
1,all_other,11%, 327 , 10.7 ,12.67,732," 2,913 ", 696 ,2.7,3,1,0,0
1,credit_card,13%, 363 , 10.8 ,22.45,687," 8,220 "," 15,260 ",77.9,0,0,1,0
1,all_other,13%, 42 , 9.6 ,21.33,667," 2,040 "," 1,638 ",71.2,1,1,0,1
1,home_improvement,8%, 313 , 11.4 ,4.07,777," 5,160 "," 2,881 ",14.2,0,0,0,0
1,credit_card,8%, 313 , 11.3 ,8.79,777," 6,120 "," 1,226 ",6.8,3,0,0,0
1,debt_consolidation,9%, 351 , 11.6 ,4.33,747," 4,620 "," 5,297 ",20.2,1,0,0,0
1,home_improvement,12%, 464 , 11.0 ,8.23,742," 2,153 ", -   ,0,2,0,0,0
1,credit_card,12%, 133 , 10.6 ,24.98,692," 1,860 "," 6,714 ",57.9,1,0,0,1
1,debt_consolidation,13%, 243 , 10.6 ,22.77,692," 1,751 "," 9,325 ",63.9,1,0,0,0
1,debt_consolidation,10%, 385 , 11.2 ,8.86,757," 4,860 "," 14,745 ",34.6,2,0,0,0
1,small_business,20%, 287 , 10.9 ,15.26,692," 3,510 "," 11,835 ",98.6,1,0,0,1
1,debt_consolidation,10%, 144 , 11.1 ,13.33,732," 2,130 "," 4,004 ",17.8,3,0,0,0
1,educational,12%, 166 , 10.3 ,18.2,732," 1,800 "," 1,984 ",24.8,0,0,0,1
1,debt_consolidation,14%, 317 , 10.3 ,19.9,667," 4,950 ", 978 ,27.2,0,3,0,0
1,debt_consolidation,14%, 204 , 11.2 ,7.99,672," 8,160 "," 7,635 ",88.8,1,0,1,0
1,all_other,7%, 99 , 10.5 ,18.15,797," 7,620 "," 19,617 ",24,0,0,0,0
1,credit_card,8%, 219 , 11.1 ,10.25,757," 3,990 "," 15,223 ",25.8,1,0,0,0
1,all_other,10%, 321 , 10.7 ,1.35,737," 7,560 "," 1,876 ",12.3,2,0,0,1
1,credit_card,13%, 504 , 11.5 ,9.75,697," 7,920 "," 33,981 ",77.1,0,0,1,1
1,major_purchase,9%, 281 , 10.1 ,2.37,782," 4,230 "," 1,483 ",5.3,2,0,0,0
1,all_other,10%, 257 , 10.8 ,9.2,762," 2,310 "," 5,060 ",19.5,0,0,0,0
1,all_other,14%, 628 , 11.3 ,10.68,707," 4,466 "," 6,495 ",42.7,1,1,0,0
1,home_improvement,11%, 278 , 10.6 ,0.43,817," 4,980 ", 84 ,0.5,0,0,0,0
1,all_other,8%, 47 , 11.1 ,16.9,732," 2,550 "," 5,848 ",44.6,1,0,0,0
1,debt_consolidation,12%, 166 , 10.8 ,2.5,772," 3,150 "," 5,108 ",33.6,0,0,0,0
1,debt_consolidation,9%, 297 , 10.9 ,12.15,752," 4,470 "," 2,498 ",24.7,1,0,0,0
1,debt_consolidation,11%, 495 , 10.8 ,7.35,742," 4,200 "," 16,055 ",50.5,0,0,0,0
1,debt_consolidation,13%, 430 , 11.0 ,11.62,697," 2,160 "," 13,957 ",46.1,0,0,0,0
1,debt_consolidation,16%, 527 , 11.2 ,7.83,662," 6,330 "," 18,503 ",86.5,0,0,0,0
1,all_other,12%, 825 , 11.5 ,21.05,762," 6,990 "," 5,380 ",12.4,2,0,0,0
1,home_improvement,8%, 37 , 10.4 ,14.93,757," 9,690 "," 13,271 ",16.2,1,0,0,0
1,debt_consolidation,13%, 335 , 10.7 ,12.83,702," 1,710 "," 7,882 ",29,0,0,0,0
1,debt_consolidation,9%, 224 , 10.6 ,15.03,742," 3,870 "," 21,414 ",46,0,0,0,0
1,debt_consolidation,14%, 266 , 10.4 ,21.18,672," 4,230 "," 4,601 ",32,2,0,0,1
1,debt_consolidation,13%, 713 , 12.1 ,11.47,707," 3,780 "," 113,283 ",81.2,2,0,0,0
1,credit_card,10%, 385 , 11.0 ,19.4,762," 12,000 "," 13,659 ",22,0,0,0,0
1,debt_consolidation,12%, 259 , 11.1 ,14.86,697," 3,750 "," 10,013 ",38.7,3,0,0,0
1,debt_consolidation,13%, 675 , 11.2 ,6.75,702," 5,100 "," 19,894 ",78.6,0,0,1,0
1,educational,12%, 133 , 11.1 ,19.76,707," 3,990 "," 24,802 ",86.4,3,0,0,1
1,major_purchase,13%, 169 , 10.5 ,9.37,692," 2,770 "," 2,481 ",50.6,1,2,0,0
1,all_other,14%, 856 , 11.7 ,15.53,712," 2,790 "," 26,438 ",48.7,1,0,0,1
1,all_other,9%, 221 , 11.4 ,3.92,762," 1,896 "," 17,390 ",86.1,1,0,0,0
1,major_purchase,12%, 531 , 11.3 ,5.23,742," 3,600 "," 16,578 ",44.8,0,0,0,0
1,home_improvement,15%, 209 , 11.2 ,3.3,707," 4,980 "," 16,860 ",99.2,3,0,0,0
1,debt_consolidation,11%, 464 , 10.2 ,16.33,727," 3,619 "," 18,496 ",42.6,1,0,0,1
1,debt_consolidation,17%, 248 , 10.3 ,8.32,667," 2,761 "," 6,082 ",96.5,1,2,0,0
1,debt_consolidation,16%, 875 , 11.6 ,15.73,682," 3,570 "," 36,015 ",88.5,1,0,0,1
1,credit_card,13%, 366 , 10.6 ,13.76,697," 3,810 "," 8,422 ",81.8,0,0,0,1
1,debt_consolidation,13%, 270 , 10.8 ,9.96,682," 5,280 "," 3,958 ",39.6,3,0,0,0
1,home_improvement,9%, 256 , 10.7 ,16.02,752," 3,780 "," 5,410 ",34.9,3,0,0,0
1,all_other,13%, 251 , 10.8 ,20.51,692," 4,710 "," 12,189 ",69.3,0,0,0,0
1,all_other,7%, 124 , 9.9 ,4.93,787," 4,196 "," 2,331 ",7.7,2,0,0,0
1,credit_card,9%, 224 , 10.8 ,19.64,737," 4,110 "," 21,140 ",79.8,3,0,0,0
1,all_other,11%, 99 , 11.1 ,17.21,702," 5,760 "," 16,389 ",58.1,0,0,0,0
1,debt_consolidation,9%, 286 , 11.7 ,12.44,742," 6,376 "," 43,488 ",68.3,3,0,0,0
1,all_other,13%, 222 , 11.2 ,5.26,742," 2,850 ", 993 ,24.8,0,0,0,0
1,educational,14%, 171 , 9.6 ,4,692," 1,470 ", -   ,0,2,1,0,0
1,all_other,12%, 80 , 10.5 ,7,692," 5,790 "," 6,655 ",74.8,1,0,0,0
1,small_business,16%, 70 , 11.3 ,12.58,682," 3,293 "," 4,047 ",30.7,2,0,0,0
1,debt_consolidation,8%, 232 , 10.5 ,13.43,752," 5,790 "," 6,938 ",24.1,2,0,0,0
1,debt_consolidation,15%, 164 , 9.9 ,8.56,677," 1,920 "," 1,089 ",90.7,0,1,0,0
1,debt_consolidation,13%, 269 , 10.8 ,14.76,692," 2,010 "," 11,798 ",88.7,1,0,0,1
1,all_other,13%, 51 , 9.8 ,21.47,707," 1,290 ", 865 ,86.5,0,0,0,0
1,all_other,15%, 298 , 10.5 ,18.58,682," 1,110 "," 8,559 ",41,1,0,0,0
1,debt_consolidation,8%, 110 , 10.3 ,2.24,747," 1,710 "," 2,298 ",18.5,3,0,0,0
1,debt_consolidation,12%, 232 , 10.3 ,5.69,712," 2,461 "," 6,955 ",63.8,1,0,0,0
1,credit_card,13%, 669 , 11.6 ,15.77,717," 12,120 "," 33,900 ",56.4,1,0,0,0
1,credit_card,9%, 318 , 11.0 ,4.24,742," 2,160 "," 14,188 ",27.3,2,0,0,0
1,all_other,14%, 247 , 11.2 ,18.13,667," 1,835 "," 39,236 ",63.4,1,0,0,0
1,educational,11%, 82 , 10.5 ,18.62,702," 5,190 "," 8,677 ",57.8,2,0,0,0
1,debt_consolidation,13%, 162 , 10.6 ,15.6,677," 2,014 "," 9,090 ",58.3,0,0,0,0
1,credit_card,13%, 151 , 10.5 ,19.78,682," 2,490 "," 4,726 ",73.8,1,0,0,0
1,all_other,13%, 605 , 10.7 ,13.27,707," 5,430 "," 3,423 ",15.2,0,0,0,0
1,credit_card,9%, 202 , 10.5 ,21.6,732," 3,303 "," 4,508 ",18.6,0,0,0,0
1,debt_consolidation,9%, 313 , 10.4 ,16.95,737," 2,314 "," 3,760 ",20.5,0,0,0,0
1,credit_card,17%, 645 , 12.4 ,15.67,672," 6,095 "," 145,711 ",96.2,0,1,0,0
1,debt_consolidation,12%, 163 , 11.2 ,17.5,697," 3,360 "," 5,040 ",67.2,0,0,0,0
1,all_other,12%, 41 , 10.3 ,21.4,697," 4,110 "," 11,339 ",78.7,0,0,0,0
1,debt_consolidation,9%, 183 , 10.7 ,20.94,727," 3,210 "," 4,902 ",47.1,0,0,0,0
1,credit_card,14%, 653 , 11.4 ,10.28,697," 5,190 "," 11,573 ",61.9,1,0,0,0
1,credit_card,13%, 101 , 10.8 ,11.45,692," 5,553 "," 21,085 ",36.8,0,0,0,0
1,all_other,13%, 84 , 10.5 ,10.97,682," 4,410 "," 7,527 ",56.6,0,0,0,0
1,all_other,14%, 34 , 8.9 ,13.54,677," 8,099 "," 2,252 ",86.6,1,0,0,0
1,credit_card,11%, 361 , 10.8 ,19.52,727," 3,570 "," 15,085 ",70.5,2,0,0,0
1,debt_consolidation,14%, 256 , 10.8 ,13.9,677," 5,460 "," 3,676 ",70.5,0,0,0,1
1,debt_consolidation,11%, 394 , 10.4 ,18,737," 6,484 "," 18,340 ",67.9,1,0,0,0
1,debt_consolidation,9%, 381 , 10.6 ,13.68,767," 5,850 "," 11,012 ",30.5,0,0,0,0
1,debt_consolidation,14%, 273 , 11.3 ,13.38,677," 3,994 "," 9,356 ",50,2,0,1,0
1,debt_consolidation,16%, 160 , 10.1 ,23.62,712," 2,880 "," 9,912 ",99.1,0,0,0,0
1,all_other,14%, 195 , 10.6 ,13.19,677," 3,660 "," 10,417 ",91.4,0,1,0,0
1,all_other,12%, 580 , 11.3 ,0.3,752," 4,351 ", 209 ,1.2,4,0,0,0
1,all_other,13%, 220 , 11.0 ,9.23,682," 4,260 "," 4,856 ",44.6,0,0,0,0
1,debt_consolidation,11%, 659 , 11.6 ,7.23,767," 5,400 "," 3,700 ",51.4,2,0,0,0
1,credit_card,12%, 666 , 12.2 ,24.04,722," 9,693 "," 121,159 ",74.3,0,0,0,0
1,credit_card,11%, 157 , 10.5 ,23.66,722," 3,570 "," 14,480 ",56.7,0,0,0,0
1,credit_card,8%, 203 , 10.8 ,16.54,747," 3,900 "," 7,689 ",43,0,0,0,0
1,credit_card,13%, 365 , 11.0 ,19.03,692," 3,660 "," 31,861 ",76,1,0,0,0
1,debt_consolidation,13%, 269 , 10.2 ,5.72,707," 3,240 "," 3,045 ",47.6,0,0,0,0
1,all_other,9%, 362 , 10.7 ,24.78,752," 3,036 "," 6,057 ",11.6,1,0,0,0
1,home_improvement,13%, 232 , 10.6 ,4.65,692," 4,080 ", 903 ,19.6,1,0,0,0
1,debt_consolidation,13%, 74 , 10.2 ,23.26,682," 6,858 "," 15,225 ",55,0,1,0,0
1,credit_card,9%, 318 , 10.9 ,12.76,742," 3,240 "," 10,041 ",47.8,2,0,0,0
1,all_other,9%, 190 , 11.0 ,8.61,732," 5,850 "," 19,397 ",38.3,1,0,0,0
1,debt_consolidation,14%, 515 , 10.9 ,19.68,687," 3,313 "," 22,918 ",90.9,1,0,0,0
1,debt_consolidation,11%, 495 , 11.4 ,10.02,742," 4,770 "," 14,125 ",40.2,1,0,0,0
1,all_other,9%, 221 , 11.4 ,4.88,737," 8,940 "," 13,253 ",20.2,1,0,0,0
1,credit_card,13%, 676 , 12.0 ,16.83,712," 7,200 "," 144,165 ",64.9,0,0,0,0
1,credit_card,9%, 114 , 11.2 ,18.3,712," 4,715 "," 48,538 ",53,1,0,0,0
1,small_business,17%, 178 , 10.6 ,20.39,702," 4,140 "," 5,082 ",31.6,0,0,0,0
1,debt_consolidation,9%, 253 , 10.6 ,17.7,757," 6,180 "," 26,120 ",32.7,1,0,0,0
1,all_other,13%, 80 , 10.5 ,21.79,707," 2,910 "," 16,022 ",97.7,0,0,0,0
1,debt_consolidation,14%, 102 , 10.8 ,3.05,677," 2,490 "," 4,339 ",51.5,3,0,0,0
1,home_improvement,12%, 530 , 11.1 ,4.91,742," 3,991 "," 9,562 ",70.4,2,0,0,0
1,debt_consolidation,11%, 363 , 10.2 ,12.84,712," 7,860 "," 11,534 ",66.7,1,0,0,0
1,debt_consolidation,13%, 113 , 9.8 ,24.2,687," 2,880 "," 15,813 ",79.1,0,0,0,0
1,debt_consolidation,8%, 312 , 11.8 ,7.7,787," 5,640 "," 4,200 ",5.8,1,0,0,0
1,debt_consolidation,15%, 277 , 11.1 ,8.91,697," 1,830 "," 6,908 ",94.6,0,0,0,0
1,debt_consolidation,11%, 423 , 11.0 ,6.24,742," 3,990 "," 12,419 ",34.8,0,0,0,0
1,debt_consolidation,11%, 495 , 11.1 ,12.02,742," 3,240 "," 15,757 ",64.6,0,0,0,0
1,debt_consolidation,8%, 156 , 9.6 ,15.6,757," 6,870 "," 11,602 ",37.9,2,0,0,0
1,debt_consolidation,12%, 663 , 11.6 ,3.69,757," 1,680 "," 1,470 ",14.7,0,0,0,0
1,major_purchase,9%, 285 , 11.2 ,4.83,792," 3,090 "," 2,563 ",9.1,0,0,0,0
1,home_improvement,12%, 400 , 11.5 ,17.09,712," 7,560 "," 17,176 ",46.4,2,0,0,0
1,credit_card,15%, 690 , 11.4 ,15.15,697," 5,550 "," 32,954 ",90,0,0,0,0
1,debt_consolidation,13%, 437 , 11.3 ,6.26,702," 5,250 "," 1,783 ",59.4,2,0,0,0
1,debt_consolidation,8%, 287 , 11.0 ,1.78,792," 7,050 "," 4,600 ",18.4,0,0,0,0
1,credit_card,11%, 626 , 12.1 ,12.73,747," 8,220 "," 29,658 ",42.2,1,0,0,0
1,all_other,9%, 158 , 10.4 ,2.29,737," 3,570 "," 2,870 ",11.4,0,0,0,0
1,small_business,15%, 627 , 11.5 ,17.38,727," 4,710 "," 35,712 ",51.9,3,0,0,0
1,home_improvement,8%, 312 , 11.2 ,15.1,797," 9,030 "," 9,109 ",73.2,1,0,0,0
1,all_other,13%, 94 , 10.7 ,3.52,682," 4,290 "," 2,391 ",30.7,1,0,0,1
1,educational,13%, 162 , 10.8 ,11.98,677," 1,950 "," 2,523 ",40,0,0,0,0
1,home_improvement,8%, 234 , 10.3 ,3.08,797," 6,090 "," 1,147 ",8.8,1,0,0,0
1,debt_consolidation,8%, 219 , 10.9 ,2.58,767," 3,420 "," 4,139 ",15.6,0,0,0,0
1,all_other,13%, 202 , 11.1 ,13.09,682," 3,960 "," 10,134 ",38.5,1,0,0,0
1,major_purchase,9%, 316 , 11.2 ,6.87,767," 3,510 "," 11,140 ",13,0,0,0,0
1,debt_consolidation,12%, 666 , 11.1 ,20.11,727," 2,940 "," 26,359 ",67.6,1,0,0,0
1,debt_consolidation,16%, 492 , 11.2 ,16.32,662," 3,930 "," 12,944 ",65,3,0,0,0
1,all_other,9%, 152 , 11.0 ,8.07,737," 2,880 "," 3,333 ",20.1,1,0,0,0
1,major_purchase,9%, 158 , 10.6 ,6.87,737," 3,150 "," 8,914 ",74.9,1,0,0,0
1,major_purchase,13%, 161 , 11.1 ,11.94,687," 3,390 "," 1,725 ",33.8,1,2,0,0
1,credit_card,13%, 262 , 10.2 ,17.54,677," 2,722 "," 4,034 ",67.2,0,0,0,0
1,credit_card,14%, 683 , 11.3 ,20.03,707," 9,360 "," 27,584 ",54.8,1,0,0,0
1,all_other,14%, 34 , 9.4 ,14,682," 1,380 "," 4,352 ",62.2,1,0,0,1
1,small_business,16%, 703 , 11.0 ,15.9,747," 5,701 "," 15,018 ",42.9,2,0,0,0
1,all_other,8%, 140 , 10.7 ,15.3,752," 3,120 "," 7,204 ",31.3,0,0,0,0
1,debt_consolidation,15%, 522 , 11.0 ,21.36,677," 2,161 "," 10,872 ",86.3,0,0,0,0
1,debt_consolidation,15%, 696 , 11.3 ,20.52,722," 3,300 "," 21,881 ",21.8,2,0,0,0
1,debt_consolidation,14%, 408 , 11.3 ,23.72,682," 4,650 "," 28,843 ",84.8,1,0,0,0
1,debt_consolidation,12%, 167 , 11.2 ,24.73,692," 5,160 "," 22,457 ",81.7,0,0,0,0
1,all_other,8%, 94 , 11.1 ,1.27,762," 1,890 "," 4,347 ",7.4,0,0,0,0
1,small_business,17%, 713 , 11.5 ,12.65,702," 4,110 "," 6,939 ",31.4,3,0,0,0
1,debt_consolidation,13%, 134 , 10.5 ,2.3,692," 3,540 "," 1,390 ",27.8,1,0,0,0
1,major_purchase,11%, 115 , 10.5 ,7.58,707," 8,370 "," 4,336 ",12.5,1,0,0,0
1,all_other,12%, 663 , 11.2 ,5.66,737," 6,076 "," 25,818 ",53.5,0,0,0,0
1,educational,11%, 66 , 10.6 ,13.49,712," 5,370 "," 11,817 ",15.7,0,0,0,0
1,credit_card,13%, 88 , 10.2 ,9.51,692," 1,620 ", 47 ,0.5,3,1,0,0
1,debt_consolidation,12%, 99 , 10.6 ,24.75,697," 3,120 "," 11,900 ",62.6,0,0,0,0
1,all_other,17%, 143 , 10.9 ,13.19,662," 3,030 "," 24,666 ",99.1,0,0,0,0
1,debt_consolidation,14%, 367 , 10.9 ,19.85,702," 3,030 "," 12,207 ",70.6,1,0,0,0
1,all_other,12%, 133 , 10.7 ,23.95,762," 4,200 ", -   ,0,0,0,0,0
1,debt_consolidation,14%, 178 , 10.5 ,8.09,677," 3,720 "," 6,194 ",53.4,0,0,0,0
1,educational,9%, 316 , 10.6 ,4.71,772," 2,130 ", 229 ,2.6,0,0,0,0
1,major_purchase,11%, 396 , 11.0 ,16.27,732," 3,960 "," 21,528 ",64.3,1,0,0,0
1,debt_consolidation,14%, 408 , 10.9 ,15.48,682," 3,930 "," 8,718 ",45.6,0,0,0,0
1,debt_consolidation,11%, 262 , 11.0 ,9.54,732," 2,520 "," 2,970 ",6,0,0,0,0
1,credit_card,13%, 33 , 10.2 ,21.12,682," 5,970 "," 17,080 ",44.1,0,2,0,0
1,all_other,11%, 247 , 10.9 ,9.68,737," 3,780 "," 7,341 ",68.6,0,0,0,0
1,credit_card,12%, 298 , 11.2 ,10.83,712," 2,460 "," 9,237 ",41.4,1,0,0,0
1,all_other,16%, 227 , 10.7 ,13.16,662," 4,320 "," 1,542 ",90.7,1,0,0,1
1,credit_card,15%, 243 , 11.2 ,12.59,662," 2,130 "," 8,018 ",29.8,1,0,0,0
1,home_improvement,11%, 492 , 11.1 ,13.98,752," 7,260 "," 17,312 ",68.4,2,0,0,0
1,small_business,15%, 693 , 11.5 ,14.48,767," 5,400 "," 21,076 ",48.1,1,0,0,0
